Key,Date,Open,High,Low,Close,Adj Close,Volume
DIA,1/20/1998,77.8125,78.84375,77.40625,78.8125,47.458389,1744600
DIA,1/21/1998,78.09375,78.375,77.28125,77.84375,46.875065,1839600
DIA,1/22/1998,77.1875,77.859375,76.9375,77.1875,46.4799,1662600
DIA,1/23/1998,77.5,77.75,76.3125,77,46.367004,1693700
DIA,1/26/1998,77.375,77.671875,76.9375,77.3125,46.555115,1172800
DIA,1/27/1998,77.125,78.5625,77.078125,78.21875,47.10083,1454500
DIA,1/28/1998,78.375,79.234375,78.21875,79.125,47.646587,1181200
DIA,1/29/1998,79.0625,80.25,78.890625,79.40625,47.815975,1468500
DIA,1/30/1998,79.9375,79.9375,78.96875,79.234375,47.712475,1095600
DIA,2/2/1998,80.625,81.3125,80.40625,81.015625,48.785072,955600
DIA,2/3/1998,81,81.671875,80.65625,81.65625,49.170818,619400
DIA,2/4/1998,81.21875,81.65625,80.8125,81.21875,48.907352,753200
DIA,2/5/1998,81.8125,81.90625,80.734375,81.234375,48.916756,1067600
DIA,2/6/1998,81.5,82.171875,81.359375,82.109375,49.443668,1069700
DIA,2/9/1998,82.09375,82.25,81.4375,81.78125,49.246086,515900
DIA,2/10/1998,82.03125,83.34375,81.921875,83.15625,50.074085,892100
DIA,2/11/1998,82.96875,83.390625,82.84375,83.15625,50.074085,515000
DIA,2/12/1998,82.734375,84.109375,82.375,83.6875,50.393982,1065000
DIA,2/13/1998,83.34375,83.84375,83.171875,83.640625,50.365738,596700
DIA,2/17/1998,84.3125,84.71875,83.890625,84.0625,50.619801,840600
DIA,2/18/1998,84.078125,84.703125,83.84375,84.625,50.958492,773000
DIA,2/19/1998,84.640625,84.703125,83.828125,83.828125,50.478683,804800
DIA,2/20/1998,84.078125,84.46875,83.3125,84.28125,50.751514,540600
DIA,2/23/1998,85,85,83.96875,84.25,50.732674,639200
DIA,2/24/1998,84.125,84.40625,83.53125,84,50.582115,702700
DIA,2/25/1998,84.25,85.15625,84.078125,84.6875,50.996086,687400
DIA,2/26/1998,84.609375,85.21875,84.40625,85.15625,51.278416,439800
DIA,2/27/1998,85.109375,85.953125,84.890625,85.59375,51.541859,451300
DIA,3/2/1998,85.75,85.859375,85.28125,85.71875,51.617111,1062800
DIA,3/3/1998,85.21875,86.125,85.1875,86.109375,51.852322,596600
DIA,3/4/1998,85.625,85.875,85.109375,85.53125,51.504234,691700
DIA,3/5/1998,84.5,85.265625,84.21875,84.78125,51.052586,778300
DIA,3/6/1998,85.09375,86.03125,85.09375,86.03125,51.805286,933100
DIA,3/9/1998,85.625,86.578125,85.59375,85.875,51.711208,685300
DIA,3/10/1998,86.375,86.75,86.15625,86.71875,52.219292,563700
DIA,3/11/1998,86.9375,87.234375,86.734375,87,52.388638,406600
DIA,3/12/1998,86.9375,87.0625,86.3125,86.890625,52.322815,576700
DIA,3/13/1998,87.1875,87.25,86.09375,86.15625,51.880619,458900
DIA,3/16/1998,86.5625,87.46875,86.34375,87.46875,52.670925,733000
DIA,3/17/1998,87.28125,87.78125,87.078125,87.765625,52.849674,499900
DIA,3/18/1998,87.59375,88.015625,87.28125,87.984375,52.981461,410900
DIA,3/19/1998,88,88.296875,87.84375,88.234375,53.131939,730000
DIA,3/20/1998,88.5625,89.40625,88.28125,89.15625,53.687115,754300
DIA,3/23/1998,89.1875,89.1875,88.390625,88.484375,53.282463,551600
DIA,3/24/1998,88.96875,89.859375,88.921875,89.4375,53.856453,470300
DIA,3/25/1998,90.0625,90.0625,88.25,88.875,53.517765,966200
DIA,3/26/1998,88.84375,89.296875,88.515625,88.625,53.367176,412800
DIA,3/27/1998,89.34375,89.40625,87.875,88.265625,53.150768,584100
DIA,3/30/1998,88.28125,88.5625,87.6875,88.15625,53.084908,562400
DIA,3/31/1998,88.46875,89.3125,88.0625,88.1875,53.103729,620000
DIA,4/1/1998,88.359375,89.203125,87.71875,88.9375,53.555386,373700
DIA,4/2/1998,88.90625,90.25,88.828125,90.15625,54.289207,440600
DIA,4/3/1998,90.25,90.578125,89.8125,90.09375,54.25161,493300
DIA,4/6/1998,90.875,91.25,90.34375,90.375,54.420933,610500
DIA,4/7/1998,90.375,90.390625,89.25,89.890625,54.129318,707300
DIA,4/8/1998,90.0625,90.0625,88.828125,89.28125,53.762344,949500
DIA,4/9/1998,89.65625,90.46875,89.625,90.375,54.420933,451700
DIA,4/13/1998,90.734375,90.734375,89.5625,90.34375,54.402176,337900
DIA,4/14/1998,90.53125,91.515625,90.53125,91.4375,55.060799,451500
DIA,4/15/1998,91.65625,92.015625,91.203125,92.015625,55.408924,261800
DIA,4/16/1998,91.703125,91.703125,90.796875,91.0625,54.834938,232800
DIA,4/17/1998,90.734375,91.75,90.578125,91.703125,55.427681,382900
DIA,4/20/1998,91.59375,91.65625,91,91.296875,55.182117,299400
DIA,4/21/1998,91.25,91.921875,90.96875,91.90625,55.550411,372000
DIA,4/22/1998,91.859375,92.109375,91.6875,91.84375,55.512653,503400
DIA,4/23/1998,91.71875,92.03125,91.109375,91.3125,55.191624,597700
DIA,4/24/1998,91.21875,91.5625,90.0625,90.546875,54.728809,820200
DIA,4/27/1998,89.4375,89.875,88.390625,89.25,53.944958,1916800
DIA,4/28/1998,90.03125,90.125,88.65625,88.984375,53.784389,437200
DIA,4/29/1998,89.28125,89.953125,88.921875,89.421875,54.048828,298700
DIA,4/30/1998,90.328125,91.3125,90.21875,90.875,54.92717,443100
DIA,5/1/1998,91.09375,91.65625,90.8125,91.65625,55.399342,338300
DIA,5/4/1998,91.984375,92.578125,91.8125,91.8125,55.493778,542500
DIA,5/5/1998,91.5,91.859375,90.96875,91.484375,55.295441,325600
DIA,5/6/1998,91.84375,91.859375,90.28125,90.28125,54.568275,665500
DIA,5/7/1998,90.625,90.625,89.71875,89.734375,54.237747,593100
DIA,5/8/1998,89.75,90.984375,89.6875,90.9375,54.964954,638100
DIA,5/11/1998,91.28125,91.84375,90.6875,90.921875,54.955517,703100
DIA,5/12/1998,90.90625,91.921875,90.609375,91.921875,55.559898,479000
DIA,5/13/1998,91.90625,92.359375,91.625,92.25,55.758186,399400
DIA,5/14/1998,91.5625,92.296875,91.34375,91.8125,55.493778,622900
DIA,5/15/1998,91.875,91.875,90.796875,90.796875,54.933788,280900
DIA,5/18/1998,90.875,91.328125,90,90.53125,54.773067,249200
DIA,5/19/1998,91.125,91.3125,90.375,90.5625,54.791916,482100
DIA,5/20/1998,91.25,91.875,90.640625,91.78125,55.529324,304400
DIA,5/21/1998,91.9375,92.171875,91.109375,91.375,55.283508,530600
DIA,5/22/1998,91.59375,91.59375,90.9375,91.234375,55.198456,219000
DIA,5/26/1998,91.734375,91.84375,89.65625,89.65625,54.243668,561300
DIA,5/27/1998,89,89.859375,87.9375,89.65625,54.243668,1041100
DIA,5/28/1998,89.75,90.09375,89.1875,89.984375,54.442169,367700
DIA,5/29/1998,90.28125,90.421875,88.84375,88.84375,53.752083,232400
DIA,6/1/1998,88.625,89.859375,88.59375,89.40625,54.092438,445800
DIA,6/2/1998,89.734375,89.875,88.78125,88.953125,53.818321,391600
DIA,6/3/1998,89.375,89.40625,87.8125,87.84375,53.147125,473100
DIA,6/4/1998,87.875,88.953125,87.53125,88.890625,53.780495,636200
DIA,6/5/1998,89.46875,90.859375,89,90.859375,54.971561,1014000
DIA,6/8/1998,90.75,91.25,90.484375,90.921875,55.009411,467900
DIA,6/9/1998,90.8125,91.046875,90.359375,90.734375,54.895962,180100
DIA,6/10/1998,90.28125,91.125,89.578125,89.75,54.300377,531300
DIA,6/11/1998,90.03125,90.140625,88.125,88.125,53.317257,529200
DIA,6/12/1998,88.1875,88.625,86.875,88.5625,53.581947,909200
DIA,6/15/1998,87.5625,87.9375,85.953125,86,52.031559,617400
DIA,6/16/1998,86.8125,86.9375,85.9375,86.796875,52.513721,796500
DIA,6/17/1998,87.78125,89.171875,87.5625,88.65625,53.63863,895100
DIA,6/18/1998,88.4375,88.71875,88.09375,88.3125,53.430691,219000
DIA,6/19/1998,88.40625,88.546875,86.859375,87.078125,52.797375,506100
DIA,6/22/1998,87.1875,87.703125,86.796875,87.171875,52.854282,161500
DIA,6/23/1998,87.65625,88.421875,87.65625,88.375,53.58374,201600
DIA,6/24/1998,88.5,89.4375,87.859375,89.296875,54.142712,353100
DIA,6/25/1998,89.875,90.296875,89.140625,89.6875,54.379551,420200
DIA,6/26/1998,89.59375,89.9375,89.34375,89.6875,54.379551,150400
DIA,6/29/1998,90.1875,90.65625,90,90.125,54.644867,297700
DIA,6/30/1998,89.90625,90.15625,89.359375,89.6875,54.379551,395600
DIA,7/1/1998,90.375,90.671875,89.890625,90.59375,54.929024,347100
DIA,7/2/1998,90.34375,90.578125,90.140625,90.296875,54.749043,263900
DIA,7/6/1998,90.3125,91.25,90.03125,91.25,55.326954,166500
DIA,7/7/1998,91.171875,91.5625,90.71875,91.109375,55.241692,155700
DIA,7/8/1998,91.1875,91.984375,91.109375,91.953125,55.753262,146900
DIA,7/9/1998,91.375,91.90625,90.46875,90.875,55.099579,151500
DIA,7/10/1998,91.03125,91.46875,90.34375,91.234375,55.317509,127800
DIA,7/13/1998,91.375,91.921875,90.796875,90.984375,55.165878,164400
DIA,7/14/1998,91.484375,92.671875,91.484375,92.4375,56.04694,276000
DIA,7/15/1998,93,93.15625,92.28125,92.5,56.084881,367900
