Key,Date,Open,High,Low,Close,AdjClose,Volume
AAPL,12/12/1980,0.128348,0.128906,0.128348,0.128348,0.100751,469033600
AAPL,12/15/1980,0.12221,0.12221,0.121652,0.121652,0.095495,175884800
AAPL,12/16/1980,0.113281,0.113281,0.112723,0.112723,0.088485,105728000
AAPL,12/17/1980,0.115513,0.116071,0.115513,0.115513,0.090676,86441600
AAPL,12/18/1980,0.118862,0.11942,0.118862,0.118862,0.093304,73449600
AAPL,12/19/1980,0.126116,0.126674,0.126116,0.126116,0.098999,48630400
AAPL,12/22/1980,0.132254,0.132813,0.132254,0.132254,0.103817,37363200
AAPL,12/23/1980,0.137835,0.138393,0.137835,0.137835,0.108198,46950400
AAPL,12/24/1980,0.145089,0.145647,0.145089,0.145089,0.113892,48003200
AAPL,12/26/1980,0.158482,0.15904,0.158482,0.158482,0.124405,55574400
AAPL,12/29/1980,0.160714,0.161272,0.160714,0.160714,0.126158,93161600
AAPL,12/30/1980,0.157366,0.157366,0.156808,0.156808,0.123091,68880000
AAPL,12/31/1980,0.152902,0.152902,0.152344,0.152344,0.119587,35750400
AAPL,1/2/1981,0.154018,0.155134,0.154018,0.154018,0.120901,21660800
AAPL,1/5/1981,0.151228,0.151228,0.15067,0.15067,0.118273,35728000
AAPL,1/6/1981,0.144531,0.144531,0.143973,0.143973,0.113016,45158400
AAPL,1/7/1981,0.138393,0.138393,0.137835,0.137835,0.108198,55686400
AAPL,1/8/1981,0.135603,0.135603,0.135045,0.135045,0.106008,39827200
AAPL,1/9/1981,0.142299,0.142857,0.142299,0.142299,0.111702,21504000
AAPL,1/12/1981,0.142299,0.142299,0.141183,0.141183,0.110826,23699200
AAPL,1/13/1981,0.136719,0.136719,0.136161,0.136161,0.106884,23049600
AAPL,1/14/1981,0.136719,0.137277,0.136719,0.136719,0.107322,14291200
AAPL,1/15/1981,0.139509,0.140625,0.139509,0.139509,0.109512,14067200
AAPL,1/16/1981,0.138951,0.138951,0.138393,0.138393,0.108636,13395200
AAPL,1/19/1981,0.146763,0.147321,0.146763,0.146763,0.115206,41574400
AAPL,1/20/1981,0.142857,0.142857,0.142299,0.142299,0.111702,30083200
AAPL,1/21/1981,0.145089,0.146205,0.145089,0.145089,0.113892,15904000
AAPL,1/22/1981,0.146763,0.147879,0.146763,0.146763,0.115206,35548800
AAPL,1/23/1981,0.146763,0.147321,0.146205,0.146205,0.114768,11222400
AAPL,1/26/1981,0.144531,0.144531,0.143973,0.143973,0.113016,24640000
AAPL,1/27/1981,0.143973,0.143973,0.142857,0.142857,0.11214,23699200
AAPL,1/28/1981,0.138951,0.138951,0.138393,0.138393,0.108636,28156800
AAPL,1/29/1981,0.133929,0.133929,0.133371,0.133371,0.104694,43904000
AAPL,1/30/1981,0.127232,0.127232,0.126116,0.126116,0.098999,46188800
AAPL,2/2/1981,0.11942,0.11942,0.118862,0.118862,0.093304,23766400
AAPL,2/3/1981,0.123326,0.123884,0.123326,0.123326,0.096809,19152000
AAPL,2/4/1981,0.12779,0.128348,0.12779,0.12779,0.100313,27865600
AAPL,2/5/1981,0.12779,0.128906,0.12779,0.12779,0.100313,7929600
AAPL,2/6/1981,0.128348,0.128906,0.128348,0.128348,0.100751,13865600
AAPL,2/9/1981,0.122768,0.122768,0.121652,0.121652,0.095495,16755200
AAPL,2/10/1981,0.121652,0.12221,0.121652,0.121652,0.095495,18345600
AAPL,2/11/1981,0.118304,0.118304,0.117746,0.117746,0.092428,13843200
AAPL,2/12/1981,0.117188,0.117188,0.116629,0.116629,0.091552,14560000
AAPL,2/13/1981,0.114955,0.114955,0.113839,0.113839,0.089362,11155200
AAPL,2/17/1981,0.116629,0.117188,0.116629,0.116629,0.091552,12275200
AAPL,2/18/1981,0.121652,0.122768,0.121652,0.121652,0.095495,19241600
AAPL,2/19/1981,0.114955,0.114955,0.114397,0.114397,0.0898,22310400
AAPL,2/20/1981,0.108817,0.108817,0.108259,0.108259,0.084981,24371200
AAPL,2/23/1981,0.109933,0.110491,0.109933,0.109933,0.086295,14112000
AAPL,2/24/1981,0.107143,0.107143,0.106027,0.106027,0.083229,16979200
AAPL,2/25/1981,0.112723,0.113281,0.112723,0.112723,0.088485,19488000
AAPL,2/26/1981,0.114397,0.114955,0.114397,0.114397,0.0898,10841600
AAPL,2/27/1981,0.118304,0.11942,0.118304,0.118304,0.092866,14761600
AAPL,3/2/1981,0.118862,0.11942,0.118862,0.118862,0.093304,11760000
AAPL,3/3/1981,0.117746,0.117746,0.117188,0.117188,0.09199,16172800
AAPL,3/4/1981,0.116629,0.116629,0.116071,0.116071,0.091114,13708800
AAPL,3/5/1981,0.116071,0.116071,0.115513,0.115513,0.090676,5376000
AAPL,3/6/1981,0.115513,0.115513,0.114397,0.114397,0.0898,11603200
AAPL,3/9/1981,0.106027,0.106027,0.105469,0.105469,0.082791,15321600
AAPL,3/10/1981,0.101004,0.101004,0.100446,0.100446,0.078848,28380800
AAPL,3/11/1981,0.097656,0.097656,0.09654,0.09654,0.075782,29859200
AAPL,3/12/1981,0.100446,0.101004,0.100446,0.100446,0.078848,59248000
AAPL,3/13/1981,0.099888,0.099888,0.09933,0.09933,0.077972,231302400
AAPL,3/16/1981,0.103237,0.104353,0.103237,0.103237,0.081039,37228800
AAPL,3/17/1981,0.108259,0.109375,0.108259,0.108259,0.084981,43747200
AAPL,3/18/1981,0.114955,0.116071,0.114955,0.114955,0.090238,36937600
AAPL,3/19/1981,0.114397,0.114397,0.113839,0.113839,0.089362,37811200
AAPL,3/20/1981,0.114955,0.116071,0.114955,0.114955,0.090238,14604800
AAPL,3/23/1981,0.11942,0.120536,0.11942,0.11942,0.093742,22019200
AAPL,3/24/1981,0.11942,0.11942,0.118862,0.118862,0.093304,28156800
AAPL,3/25/1981,0.117746,0.117746,0.116629,0.116629,0.091552,7056000
AAPL,3/26/1981,0.114955,0.114955,0.114397,0.114397,0.0898,12275200
AAPL,3/27/1981,0.111049,0.111049,0.110491,0.110491,0.086733,12252800
AAPL,3/30/1981,0.110491,0.111607,0.110491,0.110491,0.086733,9900800
AAPL,3/31/1981,0.110491,0.110491,0.109375,0.109375,0.085857,15993600
AAPL,4/1/1981,0.108817,0.108817,0.108259,0.108259,0.084981,34070400
AAPL,4/2/1981,0.117746,0.118304,0.117746,0.117746,0.092428,31404800
AAPL,4/3/1981,0.118304,0.118862,0.118304,0.118304,0.092866,16486400
AAPL,4/6/1981,0.116629,0.116629,0.116071,0.116071,0.091114,22803200
AAPL,4/7/1981,0.115513,0.115513,0.114955,0.114955,0.090238,10684800
AAPL,4/8/1981,0.120536,0.121652,0.120536,0.120536,0.094618,21952000
AAPL,4/9/1981,0.122768,0.123326,0.122768,0.122768,0.096371,12499200
AAPL,4/10/1981,0.124442,0.125,0.124442,0.124442,0.097685,33465600
AAPL,4/13/1981,0.124442,0.125,0.124442,0.124442,0.097685,16060800
AAPL,4/14/1981,0.124442,0.125,0.124442,0.124442,0.097685,6652800
AAPL,4/15/1981,0.118862,0.118862,0.118304,0.118304,0.092866,34048000
AAPL,4/16/1981,0.112165,0.112165,0.111607,0.111607,0.087609,23878400
AAPL,4/20/1981,0.114955,0.115513,0.114955,0.114955,0.090238,35347200
AAPL,4/21/1981,0.122768,0.123326,0.122768,0.122768,0.096371,28537600
AAPL,4/22/1981,0.127232,0.12779,0.127232,0.127232,0.099875,18995200
AAPL,4/23/1981,0.13058,0.131138,0.13058,0.13058,0.102503,58016000
AAPL,4/24/1981,0.13058,0.13058,0.129464,0.129464,0.101627,35056000
AAPL,4/27/1981,0.128906,0.128906,0.128348,0.128348,0.100751,38528000
AAPL,4/28/1981,0.126674,0.126674,0.126116,0.126116,0.098999,32188800
AAPL,4/29/1981,0.125,0.125,0.124442,0.124442,0.097685,13641600
AAPL,4/30/1981,0.126674,0.12779,0.126674,0.126674,0.099437,12611200
AAPL,5/1/1981,0.126674,0.12779,0.126674,0.126674,0.099437,16553600
AAPL,5/4/1981,0.126674,0.126674,0.126116,0.126116,0.098999,14448000
AAPL,5/5/1981,0.126116,0.126116,0.125558,0.125558,0.098561,17539200
AAPL,5/6/1981,0.122768,0.122768,0.12221,0.12221,0.095933,18950400
AAPL,5/7/1981,0.123884,0.124442,0.123884,0.123884,0.097247,9363200
AAPL,5/8/1981,0.125,0.125558,0.125,0.125,0.098123,7907200
AAPL,5/11/1981,0.122768,0.122768,0.12221,0.12221,0.095933,11939200
AAPL,5/12/1981,0.12221,0.123884,0.12221,0.12221,0.095933,4256000
AAPL,5/13/1981,0.12221,0.123326,0.121652,0.121652,0.095495,4905600
AAPL,5/14/1981,0.121094,0.121094,0.119978,0.119978,0.094181,4928000
AAPL,5/15/1981,0.122768,0.124442,0.122768,0.122768,0.096371,4905600
AAPL,5/18/1981,0.125,0.126116,0.125,0.125,0.098123,4166400
AAPL,5/19/1981,0.123326,0.123326,0.122768,0.122768,0.096371,25424000
AAPL,5/20/1981,0.126674,0.12779,0.126674,0.126674,0.099437,13283200
AAPL,5/21/1981,0.133929,0.134487,0.133929,0.133929,0.105132,32211200
AAPL,5/22/1981,0.140067,0.141183,0.140067,0.140067,0.10995,31427200
AAPL,5/26/1981,0.140067,0.140067,0.139509,0.139509,0.109512,85344000
AAPL,5/27/1981,0.147321,0.147879,0.147321,0.147321,0.115644,149497600
AAPL,5/28/1981,0.147321,0.147879,0.147321,0.147321,0.115644,73987200
AAPL,5/29/1981,0.147879,0.148438,0.147879,0.147879,0.116082,59382400
AAPL,6/1/1981,0.147879,0.148438,0.147879,0.147879,0.116082,51251200
AAPL,6/2/1981,0.141183,0.141183,0.140625,0.140625,0.110388,40432000
AAPL,6/3/1981,0.140625,0.141741,0.140625,0.140625,0.110388,39446400
AAPL,6/4/1981,0.143415,0.143973,0.143415,0.143415,0.112578,56067200
AAPL,6/5/1981,0.141741,0.141741,0.141183,0.141183,0.110826,57680000
AAPL,6/8/1981,0.136719,0.136719,0.136161,0.136161,0.106884,93497600
AAPL,6/9/1981,0.138951,0.139509,0.138951,0.138951,0.109074,119593600
AAPL,6/10/1981,0.140625,0.142299,0.140625,0.140625,0.110388,25222400
AAPL,6/11/1981,0.146763,0.147321,0.146763,0.146763,0.115206,38976000
AAPL,6/12/1981,0.145647,0.145647,0.145089,0.145089,0.113892,25804800
AAPL,6/15/1981,0.145089,0.145089,0.144531,0.144531,0.113454,143763200
AAPL,6/16/1981,0.142299,0.142299,0.141741,0.141741,0.111264,37251200
AAPL,6/17/1981,0.140067,0.140067,0.139509,0.139509,0.109512,27574400
AAPL,6/18/1981,0.139509,0.140067,0.138951,0.138951,0.109074,23049600
AAPL,6/19/1981,0.135603,0.135603,0.135045,0.135045,0.106008,27507200
AAPL,6/22/1981,0.13058,0.13058,0.130022,0.130022,0.102065,10841600
AAPL,6/23/1981,0.132254,0.133371,0.132254,0.132254,0.103817,15030400
AAPL,6/24/1981,0.130022,0.130022,0.128906,0.128906,0.101189,23027200
AAPL,6/25/1981,0.131696,0.132254,0.131696,0.131696,0.103379,24259200
AAPL,6/26/1981,0.131138,0.131138,0.130022,0.130022,0.102065,23788800
AAPL,6/29/1981,0.126674,0.126674,0.125558,0.125558,0.098561,10595200
AAPL,6/30/1981,0.116629,0.116629,0.116071,0.116071,0.091114,35907200
AAPL,7/1/1981,0.115513,0.115513,0.114955,0.114955,0.090238,170464000
AAPL,7/2/1981,0.114955,0.115513,0.114955,0.114955,0.090238,30284800
AAPL,7/6/1981,0.112165,0.112165,0.111049,0.111049,0.087171,16531200
AAPL,7/7/1981,0.112165,0.113281,0.112165,0.112165,0.088047,15836800
AAPL,7/8/1981,0.116629,0.117188,0.116629,0.116629,0.091552,16620800
AAPL,7/9/1981,0.108259,0.108259,0.107701,0.107701,0.084543,32883200
AAPL,7/10/1981,0.099888,0.099888,0.09933,0.09933,0.077972,55171200
AAPL,7/13/1981,0.101563,0.102121,0.101563,0.101563,0.079725,45740800
AAPL,7/14/1981,0.106027,0.107143,0.106027,0.106027,0.083229,19779200
AAPL,7/15/1981,0.108817,0.109375,0.108817,0.108817,0.085419,10953600
AAPL,7/16/1981,0.111607,0.112723,0.111607,0.111607,0.087609,15232000
AAPL,7/17/1981,0.115513,0.116071,0.115513,0.115513,0.090676,19824000
AAPL,7/20/1981,0.108259,0.108259,0.107701,0.107701,0.084543,23654400
AAPL,7/21/1981,0.107701,0.107701,0.107143,0.107143,0.084105,31942400
AAPL,7/22/1981,0.102121,0.102121,0.101004,0.101004,0.079286,22668800
AAPL,7/23/1981,0.103795,0.104353,0.103795,0.103795,0.081477,34451200
AAPL,7/24/1981,0.107143,0.107701,0.107143,0.107143,0.084105,28851200
AAPL,7/27/1981,0.111607,0.112165,0.111607,0.111607,0.087609,17337600
AAPL,7/28/1981,0.108259,0.108259,0.107701,0.107701,0.084543,22848000
AAPL,7/29/1981,0.106585,0.106585,0.106027,0.106027,0.083229,15500800
AAPL,7/30/1981,0.109933,0.111049,0.109933,0.109933,0.086295,9900800
AAPL,7/31/1981,0.111607,0.112165,0.111607,0.111607,0.087609,10953600
AAPL,8/3/1981,0.111607,0.111607,0.110491,0.110491,0.086733,12432000
AAPL,8/4/1981,0.112165,0.112723,0.112165,0.112165,0.088047,31673600
AAPL,8/5/1981,0.115513,0.116071,0.115513,0.115513,0.090676,17494400
AAPL,8/6/1981,0.113281,0.113281,0.112723,0.112723,0.088485,10528000
AAPL,8/7/1981,0.112723,0.113281,0.112723,0.112723,0.088485,9206400
AAPL,8/10/1981,0.112723,0.112723,0.112723,0.112723,0.088485,0
AAPL,8/11/1981,0.110491,0.110491,0.109375,0.109375,0.085857,71456000
AAPL,8/12/1981,0.107701,0.107701,0.107143,0.107143,0.084105,26275200
AAPL,8/13/1981,0.104353,0.104353,0.103795,0.103795,0.081477,27484800
AAPL,8/14/1981,0.103237,0.103237,0.102121,0.102121,0.080163,24192000
AAPL,8/17/1981,0.099888,0.099888,0.098772,0.098772,0.077534,18905600
AAPL,8/18/1981,0.097656,0.097656,0.09654,0.09654,0.075782,17001600
AAPL,8/19/1981,0.09654,0.09654,0.095424,0.095424,0.074906,20675200
AAPL,8/20/1981,0.09654,0.097098,0.09654,0.09654,0.075782,17113600
AAPL,8/21/1981,0.09096,0.09096,0.089844,0.089844,0.070526,41910400
AAPL,8/24/1981,0.084821,0.084821,0.084263,0.084263,0.066145,23072000
AAPL,8/25/1981,0.086496,0.087054,0.086496,0.086496,0.067898,40700800
AAPL,8/26/1981,0.085379,0.085379,0.084821,0.084821,0.066583,33600000
AAPL,8/27/1981,0.085379,0.085938,0.085379,0.085379,0.067021,25916800
AAPL,8/28/1981,0.089844,0.090402,0.089844,0.089844,0.070526,38035200
AAPL,8/31/1981,0.089844,0.090402,0.089844,0.089844,0.070526,40947200
AAPL,9/1/1981,0.095424,0.095982,0.095424,0.095424,0.074906,37027200
AAPL,9/2/1981,0.097098,0.097656,0.097098,0.097098,0.07622,19376000
AAPL,9/3/1981,0.093192,0.093192,0.092076,0.092076,0.072278,37475200
AAPL,9/4/1981,0.091518,0.091518,0.09096,0.09096,0.071402,15254400
AAPL,9/8/1981,0.088728,0.088728,0.08817,0.08817,0.069212,25446400
AAPL,9/9/1981,0.08817,0.088728,0.08817,0.08817,0.069212,30531200
AAPL,9/10/1981,0.088728,0.089286,0.088728,0.088728,0.06965,34809600
AAPL,9/11/1981,0.08817,0.08817,0.087612,0.087612,0.068774,17539200
AAPL,9/14/1981,0.085379,0.085379,0.084821,0.084821,0.066583,27686400
AAPL,9/15/1981,0.083147,0.083147,0.082589,0.082589,0.064831,19510400
AAPL,9/16/1981,0.081473,0.081473,0.080915,0.080915,0.063517,19353600
AAPL,9/17/1981,0.079241,0.079241,0.078683,0.078683,0.061765,19376000
AAPL,9/18/1981,0.079241,0.079799,0.079241,0.079241,0.062203,26320000
AAPL,9/21/1981,0.079799,0.080357,0.079799,0.079799,0.062641,49033600
AAPL,9/22/1981,0.075893,0.075893,0.075335,0.075335,0.059137,47420800
AAPL,9/23/1981,0.074777,0.074777,0.073661,0.073661,0.057823,28201600
AAPL,9/24/1981,0.073661,0.073661,0.073103,0.073103,0.057385,18300800
AAPL,9/25/1981,0.064732,0.064732,0.063616,0.063616,0.049937,34608000
AAPL,9/28/1981,0.064174,0.064732,0.064174,0.064174,0.050375,91728000
AAPL,9/29/1981,0.067522,0.06808,0.067522,0.067522,0.053004,94684800
AAPL,9/30/1981,0.06808,0.068638,0.06808,0.06808,0.053442,49996800
AAPL,10/1/1981,0.06808,0.068638,0.06808,0.06808,0.053442,61129600
AAPL,10/2/1981,0.073661,0.074219,0.073661,0.073661,0.057823,45046400
AAPL,10/5/1981,0.075893,0.077009,0.075893,0.075893,0.059575,43097600
AAPL,10/6/1981,0.075893,0.075893,0.075335,0.075335,0.059137,28358400
AAPL,10/7/1981,0.079799,0.080915,0.079799,0.079799,0.062641,38841600
AAPL,10/8/1981,0.082589,0.083147,0.082589,0.082589,0.064831,31091200
AAPL,10/9/1981,0.083147,0.084263,0.083147,0.083147,0.065269,54521600
AAPL,10/12/1981,0.085938,0.086496,0.085938,0.085938,0.06746,27350400
AAPL,10/13/1981,0.085938,0.087054,0.085938,0.085938,0.06746,44195200
AAPL,10/14/1981,0.081473,0.081473,0.080915,0.080915,0.063517,30979200
