Key,Date,Open,High,Low,Close,AdjClose,Volume
AAPL,10/15/1981,0.082589,0.083147,0.082589,0.082589,0.064831,29433600
AAPL,10/16/1981,0.082031,0.082031,0.081473,0.081473,0.063955,36467200
AAPL,10/19/1981,0.083147,0.083705,0.083147,0.083147,0.065269,20585600
AAPL,10/20/1981,0.087612,0.08817,0.087612,0.087612,0.068774,35728000
AAPL,10/21/1981,0.087612,0.08817,0.087612,0.087612,0.068774,76899200
AAPL,10/22/1981,0.087612,0.087612,0.087054,0.087054,0.068336,32278400
AAPL,10/23/1981,0.085379,0.085379,0.084821,0.084821,0.066583,27910400
AAPL,10/26/1981,0.084821,0.085379,0.084821,0.084821,0.066583,27283200
AAPL,10/27/1981,0.086496,0.087612,0.086496,0.086496,0.067898,85590400
AAPL,10/28/1981,0.089286,0.089844,0.089286,0.089286,0.070088,44172800
AAPL,10/29/1981,0.088728,0.088728,0.08817,0.08817,0.069212,30486400
AAPL,10/30/1981,0.089286,0.089844,0.089286,0.089286,0.070088,52729600
AAPL,11/2/1981,0.089286,0.089844,0.089286,0.089286,0.070088,36915200
AAPL,11/3/1981,0.088728,0.088728,0.08817,0.08817,0.069212,28380800
AAPL,11/4/1981,0.086496,0.086496,0.085938,0.085938,0.06746,23811200
AAPL,11/5/1981,0.080357,0.080357,0.079799,0.079799,0.062641,23363200
AAPL,11/6/1981,0.080357,0.080915,0.080357,0.080357,0.063079,24595200
AAPL,11/9/1981,0.081473,0.082031,0.081473,0.081473,0.063955,20384000
AAPL,11/10/1981,0.082031,0.082589,0.082031,0.082031,0.064393,16755200
AAPL,11/11/1981,0.084263,0.084821,0.084263,0.084263,0.066145,27440000
AAPL,11/12/1981,0.087054,0.087612,0.087054,0.087054,0.068336,39916800
AAPL,11/13/1981,0.081473,0.081473,0.080915,0.080915,0.063517,21011200
AAPL,11/16/1981,0.080357,0.080357,0.079799,0.079799,0.062641,22556800
AAPL,11/17/1981,0.081473,0.082031,0.081473,0.081473,0.063955,35414400
AAPL,11/18/1981,0.084263,0.084821,0.084263,0.084263,0.066145,29142400
AAPL,11/19/1981,0.084263,0.084821,0.084263,0.084263,0.066145,40006400
AAPL,11/20/1981,0.084821,0.085379,0.084821,0.084821,0.066583,38102400
AAPL,11/23/1981,0.082031,0.082031,0.080915,0.080915,0.063517,22960000
AAPL,11/24/1981,0.080915,0.080915,0.080357,0.080357,0.063079,22153600
AAPL,11/25/1981,0.082031,0.082589,0.082031,0.082031,0.064393,52550400
AAPL,11/27/1981,0.084263,0.084821,0.084263,0.084263,0.066145,37251200
AAPL,11/30/1981,0.083705,0.083705,0.083147,0.083147,0.065269,23968000
AAPL,12/1/1981,0.083147,0.083705,0.083147,0.083147,0.065269,23385600
AAPL,12/2/1981,0.083705,0.084263,0.083705,0.083705,0.065707,37564800
AAPL,12/3/1981,0.083147,0.083147,0.082589,0.082589,0.064831,20428800
AAPL,12/4/1981,0.084821,0.085379,0.084821,0.084821,0.066583,137155200
AAPL,12/7/1981,0.085379,0.085938,0.085379,0.085379,0.067021,59292800
AAPL,12/8/1981,0.084821,0.084821,0.083705,0.083705,0.065707,50624000
AAPL,12/9/1981,0.084263,0.084821,0.084263,0.084263,0.066145,34272000
AAPL,12/10/1981,0.084263,0.084821,0.084263,0.084263,0.066145,37408000
AAPL,12/11/1981,0.084263,0.084821,0.083705,0.083705,0.065707,76092800
AAPL,12/14/1981,0.082031,0.082031,0.080915,0.080915,0.063517,25244800
AAPL,12/15/1981,0.083147,0.083705,0.083147,0.083147,0.065269,31315200
AAPL,12/16/1981,0.087054,0.087612,0.087054,0.087054,0.068336,65452800
AAPL,12/17/1981,0.094308,0.094866,0.094308,0.094308,0.07403,51452800
AAPL,12/18/1981,0.102121,0.102679,0.102121,0.102121,0.080163,71724800
AAPL,12/21/1981,0.098214,0.098214,0.097656,0.097656,0.076658,56403200
AAPL,12/22/1981,0.09933,0.099888,0.09933,0.09933,0.077972,53827200
AAPL,12/23/1981,0.097656,0.097656,0.097098,0.097098,0.07622,28896000
AAPL,12/24/1981,0.097656,0.098214,0.097656,0.097656,0.076658,28918400
AAPL,12/28/1981,0.094308,0.094308,0.093192,0.093192,0.073154,36579200
AAPL,12/29/1981,0.094866,0.095982,0.094866,0.094866,0.074468,24236800
AAPL,12/30/1981,0.098772,0.09933,0.098772,0.098772,0.077534,32188800
AAPL,12/31/1981,0.098772,0.09933,0.098772,0.098772,0.077534,54656000
AAPL,1/4/1982,0.098772,0.098772,0.098214,0.098214,0.077096,71254400
AAPL,1/5/1982,0.094308,0.094308,0.093192,0.093192,0.073154,35840000
AAPL,1/6/1982,0.092634,0.092634,0.092076,0.092076,0.072278,66080000
AAPL,1/7/1982,0.085938,0.085938,0.084821,0.084821,0.066583,70044800
AAPL,1/8/1982,0.088728,0.089286,0.088728,0.088728,0.06965,56604800
AAPL,1/11/1982,0.083705,0.083705,0.083147,0.083147,0.065269,33331200
AAPL,1/12/1982,0.080915,0.080915,0.080357,0.080357,0.063079,59920000
AAPL,1/13/1982,0.080357,0.080357,0.079799,0.079799,0.062641,41753600
AAPL,1/14/1982,0.083705,0.084263,0.083705,0.083705,0.065707,25715200
AAPL,1/15/1982,0.089286,0.090402,0.089286,0.089286,0.070088,46704000
AAPL,1/18/1982,0.09096,0.092076,0.09096,0.09096,0.071402,28000000
AAPL,1/19/1982,0.089844,0.089844,0.088728,0.088728,0.06965,55507200
AAPL,1/20/1982,0.090402,0.09096,0.090402,0.090402,0.070964,25827200
AAPL,1/21/1982,0.092076,0.092634,0.092076,0.092076,0.072278,33331200
AAPL,1/22/1982,0.092634,0.093192,0.092634,0.092634,0.072716,24259200
AAPL,1/25/1982,0.090402,0.090402,0.089844,0.089844,0.070526,44710400
AAPL,1/26/1982,0.087612,0.087612,0.086496,0.086496,0.067898,21212800
AAPL,1/27/1982,0.087054,0.08817,0.087054,0.087054,0.068336,31360000
AAPL,1/28/1982,0.089844,0.090402,0.089844,0.089844,0.070526,39603200
AAPL,1/29/1982,0.09096,0.091518,0.09096,0.09096,0.071402,53155200
AAPL,2/1/1982,0.09096,0.09096,0.089844,0.089844,0.070526,38528000
AAPL,2/2/1982,0.090402,0.091518,0.090402,0.090402,0.070964,54275200
AAPL,2/3/1982,0.090402,0.09096,0.090402,0.090402,0.070964,31472000
AAPL,2/4/1982,0.088728,0.088728,0.08817,0.08817,0.069212,22041600
AAPL,2/5/1982,0.08817,0.088728,0.08817,0.08817,0.069212,40297600
AAPL,2/8/1982,0.083147,0.083147,0.082589,0.082589,0.064831,31696000
AAPL,2/9/1982,0.082589,0.083147,0.082589,0.082589,0.064831,57904000
AAPL,2/10/1982,0.083705,0.084263,0.083705,0.083705,0.065707,38796800
AAPL,2/11/1982,0.083147,0.083147,0.082589,0.082589,0.064831,24528000
AAPL,2/12/1982,0.083705,0.084263,0.083705,0.083705,0.065707,19644800
AAPL,2/16/1982,0.082589,0.082589,0.082031,0.082031,0.064393,34316800
AAPL,2/17/1982,0.083147,0.083705,0.083147,0.083147,0.065269,25580800
AAPL,2/18/1982,0.084263,0.084821,0.084263,0.084263,0.066145,28380800
AAPL,2/19/1982,0.084263,0.084263,0.083705,0.083705,0.065707,13596800
AAPL,2/22/1982,0.083147,0.083147,0.082589,0.082589,0.064831,26633600
AAPL,2/23/1982,0.082031,0.082031,0.081473,0.081473,0.063955,34540800
AAPL,2/24/1982,0.082031,0.082589,0.082031,0.082031,0.064393,37945600
AAPL,2/25/1982,0.082031,0.082031,0.081473,0.081473,0.063955,30800000
AAPL,2/26/1982,0.081473,0.082031,0.081473,0.081473,0.063955,17427200
AAPL,3/1/1982,0.082031,0.082589,0.082031,0.082031,0.064393,35302400
AAPL,3/2/1982,0.082031,0.082589,0.082031,0.082031,0.064393,34809600
AAPL,3/3/1982,0.082031,0.082589,0.082031,0.082031,0.064393,23654400
AAPL,3/4/1982,0.080915,0.080915,0.080357,0.080357,0.063079,38371200
AAPL,3/5/1982,0.074777,0.074777,0.074219,0.074219,0.058261,45315200
AAPL,3/8/1982,0.073661,0.073661,0.073103,0.073103,0.057385,35145600
AAPL,3/9/1982,0.073661,0.074219,0.073661,0.073661,0.057823,52505600
AAPL,3/10/1982,0.073103,0.073103,0.072545,0.072545,0.056946,86934400
AAPL,3/11/1982,0.072545,0.073661,0.072545,0.072545,0.056946,22579200
AAPL,3/12/1982,0.068638,0.068638,0.06808,0.06808,0.053442,46547200
AAPL,3/15/1982,0.06808,0.06808,0.067522,0.067522,0.053004,51363200
AAPL,3/16/1982,0.066964,0.066964,0.066406,0.066406,0.052127,47152000
AAPL,3/17/1982,0.063616,0.063616,0.063058,0.063058,0.049499,50489600
AAPL,3/18/1982,0.06808,0.068638,0.06808,0.06808,0.053442,56336000
AAPL,3/19/1982,0.074219,0.074777,0.074219,0.074219,0.058261,65811200
AAPL,3/22/1982,0.079799,0.080357,0.079799,0.079799,0.062641,69193600
AAPL,3/23/1982,0.079241,0.079241,0.078683,0.078683,0.061765,55955200
AAPL,3/24/1982,0.074777,0.074777,0.074219,0.074219,0.058261,51609600
AAPL,3/25/1982,0.074219,0.074219,0.073661,0.073661,0.057823,84112000
AAPL,3/26/1982,0.073103,0.073103,0.072545,0.072545,0.056946,50780800
AAPL,3/29/1982,0.074219,0.074777,0.074219,0.074219,0.058261,67603200
AAPL,3/30/1982,0.075335,0.075893,0.075335,0.075335,0.059137,77952000
AAPL,3/31/1982,0.075335,0.075893,0.075335,0.075335,0.059137,50153600
AAPL,4/1/1982,0.079241,0.079799,0.079241,0.079241,0.062203,59136000
AAPL,4/2/1982,0.079241,0.079799,0.079241,0.079241,0.062203,84806400
AAPL,4/5/1982,0.079241,0.079799,0.079241,0.079241,0.062203,86643200
AAPL,4/6/1982,0.079241,0.079241,0.078683,0.078683,0.061765,71590400
AAPL,4/7/1982,0.078125,0.078125,0.077567,0.077567,0.060889,29097600
AAPL,4/8/1982,0.078125,0.078683,0.078125,0.078125,0.061327,23990400
AAPL,4/12/1982,0.078125,0.078683,0.077567,0.077567,0.060889,44307200
AAPL,4/13/1982,0.071987,0.071987,0.071429,0.071429,0.05607,85299200
AAPL,4/14/1982,0.071987,0.072545,0.071987,0.071987,0.056508,113590400
AAPL,4/15/1982,0.073103,0.073661,0.073103,0.073103,0.057385,164281600
AAPL,4/16/1982,0.075335,0.075893,0.075335,0.075335,0.059137,104048000
AAPL,4/19/1982,0.074777,0.074777,0.073661,0.073661,0.057823,41283200
